Customer_ID,Age,Gender,Location,Channel,Marketing_Exposure,Flavor,Pack_Size,Price_Per_Unit,Order_Date,Units_Purchased,Total_Bill_Value,Discount_Used,Customer_Rating,Repeat_Purchase,Time_to_Reorder,Month,Promotion_Campaign,Avg_Order_Value,Customer_Segment
C0976,33,Male,Kolkata,Retail,Social Media,Gin Fizz,4-Pack,350,22-03-2025,4,1400,No,4,Yes,11,Mar,Yes,350,Millennial
C0977,32,Female,Hyderabad,Online,Email,Rum Punch,Single,250,05-01-2025,1,250,Yes,3,No,0,Jan,Yes,250,Millennial
C0978,28,Female,Chennai,Online,Email,Long Island,12-Pack,400,02-05-2025,12,4800,Yes,4,Yes,11,May,No,400,Millennial
C0979,35,Female,Kolkata,Retail,Social Media,Long Island,4-Pack,350,26-05-2025,4,1400,No,5,No,0,May,No,350,Millennial
C0980,27,Male,Pune,Online,Email,Cosmopolitan,12-Pack,400,22-01-2025,12,4800,Yes,5,Yes,0,Jan,No,400,Millennial
C0981,32,Female,Hyderabad,Retail,Email,Cosmopolitan,Single,250,13-01-2025,1,250,No,4,Yes,0,Jan,No,250,Millennial
C0982,40,Male,Kolkata,Online,None,Rum Punch,Single,250,10-01-2025,1,250,Yes,3,No,0,Jan,No,250,Gen X
C0983,43,Female,Ahmedabad,Online,Social Media,Rum Punch,4-Pack,350,28-01-2025,4,1400,No,5,Yes,21,Jan,No,350,Gen X
C0984,25,Female,Kolkata,Online,Email,Whisky Sour,12-Pack,400,09-05-2025,12,4800,Yes,4,No,0,May,No,400,Gen Z
C0985,27,Female,Delhi,Online,Email,Rum Punch,4-Pack,350,09-02-2025,8,2800,Yes,5,No,0,Feb,Yes,350,Millennial
C0986,34,Male,Hyderabad,Online,None,Whisky Sour,12-Pack,400,26-01-2025,12,4800,Yes,4,No,0,Jan,Yes,400,Millennial
C0987,25,Female,Ahmedabad,Online,Email,Margarita,Single,250,29-12-2024,1,250,Yes,5,Yes,19,Dec,No,250,Gen Z
C0988,28,Female,Hyderabad,Online,Social Media,Rum Punch,Single,250,05-04-2025,1,250,Yes,4,No,0,Apr,No,250,Millennial
C0989,40,Male,Pune,Online,Social Media,Margarita,4-Pack,350,12-02-2025,4,1400,Yes,5,Yes,0,Feb,Yes,350,Gen X
C0990,42,Male,Mumbai,Retail,None,Mojito,4-Pack,350,31-03-2025,4,1400,Yes,3,Yes,22,Mar,No,350,Gen X
C0991,34,Female,Chennai,Retail,Social Media,Gin Fizz,Single,250,21-05-2025,1,250,No,4,Yes,13,May,No,250,Millennial
C0992,26,Male,Pune,Online,Social Media,Whisky Sour,12-Pack,400,02-04-2025,12,4800,No,4,Yes,7,Apr,Yes,400,Millennial
C0993,32,Male,Bangalore,Retail,Social Media,Margarita,4-Pack,350,23-05-2025,4,1400,Yes,4,No,0,May,No,350,Millennial
C0994,29,Male,Mumbai,Online,None,Mojito,Single,250,16-05-2025,1,250,No,3,No,0,May,No,250,Millennial
C0995,38,Male,Bangalore,Retail,Email,Rum Punch,Single,250,08-06-2025,1,250,No,4,Yes,0,Jun,No,250,Gen X
C0996,28,Male,Delhi,Online,Social Media,Mojito,4-Pack,350,16-04-2025,4,1400,No,5,No,0,Apr,No,350,Millennial
C0997,34,Male,Hyderabad,Retail,None,Margarita,Single,250,08-05-2025,1,250,No,4,No,0,May,No,250,Millennial
C0998,32,Male,Kolkata,Retail,Social Media,Cosmopolitan,12-Pack,400,15-02-2025,12,4800,Yes,4,Yes,0,Feb,No,400,Millennial
C0999,30,Male,Kolkata,Retail,None,Gin Fizz,4-Pack,350,16-06-2025,4,1400,Yes,3,No,0,Jun,Yes,350,Millennial
C1000,24,Female,Bangalore,Online,Social Media,Margarita,12-Pack,400,26-06-2025,12,4800,No,4,Yes,7,Jun,No,400,Gen Z
